clip_id,class,x,y,w,h,query
e000105,motorcyclist,395,209,45,198,Người mặc áo trắng đội nón bảo hiểm đen chạy xe điện màu đỏ đi từ xa về gần camera
e000006,motorcyclist,205,213,45,182,Người mặc áo xanh  đội nón đen chạy xe số màu đỏ đi thẳng về hướng camera.
19_video7_norm_e005,truck,24,209,440,208,xe tải đầu màu xanh thùng kín đi thẳng ra xa camera rồi dừng chờ đèn đỏ tại ngã tư.
video3_e000081,motorcyclist,670,280,126,198,Người mặc áo xám đội nón đen chạy xe máy màu đen đi thẳng ra xa camera rồi rẽ phải.
video4_e000098,motorcyclist,173,338,137,217,Người mặc áo xanh dương đội nón đen chạy xe máy màu xám đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000066,motorcyclist,411,334,88,312,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000086,motorcyclist,137,298,80,161,Người mặc áo xám đội nón xanh lơ chạy xe số màu đen chở theo 1 người đi thẳng ra xa camera.
e000005,motorcyclist,854,476,178,324,Người mặc áo xanh da trời đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000165,motorcyclist,291,212,50,178,Người mặc áo hồng đội nón đen chạy xe tay ga màu đen đi thẳng lại gần camera.
e000012,motorcyclist,688,624,230,352,Người mặc áo xanh mực đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
19_video14_norm_e001,motorcyclist,356,349,180,254,Người mặc áo xanh lá đội nón bảo hiểm xanh lá chạy xe số màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
video5_e000129,motorcyclist,636,164,53,93,Người mặc áo đen đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000006,car,1108,136,132,56,Xe con màu xám đi từ phải sang trái qua ngã tư.
e000010,car,314,145,111,140,Xe con màu đen đi từ xa về gần camera
e000062,motorcyclist,666,178,140,108,Người mặc áo xám đội nón đen chạy xe tay ga màu đỏ đi từ trái sang phải qua ngã tư.
e000165,motorcyclist,390,309,69,314,Người mặc áo trắng đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000072,car,333,117,68,82,Xe con màu đỏ đi thẳng ra xa camera.
e000017,motorcyclist,348,502,206,274,Người mặc áo cam đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video8_norm_e002,motorcyclist,348,336,168,208,Người mặc áo đen đội nón bảo hiểm trắng chạy xe số màu đen Đi thẳng ra xa camera qua ngã tư.
e000011,car,330,456,654,440,Xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000074,car,310,157,122,144,Xe con màu xám đi từ xa về gần camera
e000226,truck,323,45,202,288,Xe tải đầu màu trắng thùng trắng đi thẳng lại gần camera.
19_video4_norm_e004,car,398,225,250,120,xe con màu trắng đi thẳng ra xa camera qua ngã tư.
19_video12_norm_e003,car,164,345,274,116,xe con màu trắng đi thẳng ra xa camera rồi rẽ trái.
19_video4_norm_e013,motorcyclist,834,372,204,232,Người mặc áo xám đội nón bảo hiểm trắng chạy tay ga màu bạc Đi thẳng ra xa camera rồi rẽ phải.
video3_e000082,motorcyclist,618,298,122,213,Người mặc áo trắng đội nón trắng chạy xe máy màu đỏ đi thẳng ra xa camera rồi rẽ phải.
e000022,motorcyclist,286,208,43,177,Người mặc áo đen đội nón bảo hiểm đen chạy xe tay ga màu trắng đi từ xa về gần camera
e000039,motorcyclist,418,606,388,398,Người mặc áo xanh đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000069,motorcyclist,168,252,39,197,Người mặc áo đỏ đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
e000063,motorcyclist,578,350,138,208,Người mặc áo trắng đội nón xanh chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000177,motorcyclist,341,285,58,229,Người mặc áo xanh lá không đội nón chạy xe đạp màu đen đi thẳng ra xa.
e000172,motorcyclist,350,268,66,253,Người mặc áo nâu đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000222,motorcyclist,366,281,72,281,Người mặc áo xám đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000041,car,92,217,139,162,Xe con màu trắng đi thẳng ra xa.
e000191,motorcyclist,192,353,69,316,Người mặc áo trắng đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000113,motorcyclist,557,428,78,288,Người mặc áo đen đội nón xám chạy xe số màu xanh đi thẳng lại gần camera.
e000096,truck,0,16,354,260,Container đầu màu trắng thùng xe màu bạc đi thẳng ra xa.
e000093,motorcyclist,303,220,57,146,Người mặc áo đen đội nón trắng chạy xe tay ga màu đen đi thẳng ra xa.
e000002,truck,794,136,242,104,Xe tải đầu màu trắng thùng xe màu trắng Đi từ phải sang trái qua ngã tư.
e000196,motorcyclist,480,232,72,257,Người mặc áo đen đội nón trắng chạy xe số màu trắng đi thẳng lại gần camera.
e000004,motorcyclist,333,393,98,326,Người mặc áo xanh đội nón đen chạy xe số màu xanh đi thẳng lại gần camera.
e000105,truck,320,46,186,309,Xe tải đầu màu trắng thùng kín đi từ xa về gần camera
video1_e000012,car,605,96,118,54,Xe ô tô màu trắng đi từ phải sang trái qua ngã tư.
e000092,motorcyclist,141,316,85,185,Người mặc áo be đội nón đỏ chạy xe tay ga màu đen chở theo 2 người đi thẳng ra xa camera.
19_video2_norm_e008,motorcyclist,293,413,194,253,Người mặc áo nâu đội nón bảo hiểm xanh chạy xe số màu đen Đi thẳng ra xa camera qua ngã tư.
e000002,truck,296,12,1184,676,Container đầu màu xanh dương thùng xe màu đỏ đô Đi thẳng ra xa camera rồi rẽ phải.
e000022,truck,272,70,109,144,Xe tải đầu màu trắng thùng kín đi thẳng ra xa camera.
19_video8_norm_e008,motorcyclist,490,412,192,238,Người mặc áo hồng đội nón bảo hiểm trắng chạy tay ga màu trắng Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000024,truck,333,61,153,253,Xe tải đầu màu trắng thùng kín đi từ xa về gần camera
e000099,car,91,205,180,157,Xe con màu trắng đi thẳng ra xa camera.
e000011,motorcyclist,166,284,41,186,Người mặc áo xanh đội nón bảo hiểm đỏ chạy xe điện màu đen đi từ xa về gần camera
video3_e000092,motorcyclist,618,310,122,212,Người mặc áo trắng đội nón đen chạy xe máy màu đỏ đi thẳng ra xa camera rồi rẽ phải.
e000107,car,378,185,119,154,Xe con màu trắng đi từ xa về gần camera
e000001,motorcyclist,302,510,182,322,Người mặc áo xanh nước biển đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000123,truck,90,108,265,434,Xe tải đầu màu trắng thùng kín đi thẳng ra xa.
e000016,truck,312,214,798,558,Xe tải đầu màu xanh thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
e000012,truck,604,80,460,170,Xe tải đầu màu trắng thùng xe phủ bạt nâu Đi từ phải sang trái qua ngã tư.
e000081,motorcyclist,870,230,114,164,Người mặc áo trắng đội nón đen chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
video5_e000118,truck,662,48,232,90,đầu màu trắng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000049,motorcyclist,1056,186,152,180,Người mặc áo trắng đội nón đen chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000064,car,445,206,157,218,Xe con màu trắng đi thẳng lại gần camera.
e000090,motorcyclist,275,270,60,160,Người mặc áo xám đội nón trắng sọc xanh chạy xe số màu đỏ chở theo 1 người đi thẳng ra xa camera.
e000229,motorcyclist,277,349,83,370,Người mặc áo đen đội nón vàng chạy xe số màu trắng đi thẳng lại gần camera.
19_video11_norm_e007,car,89,354,354,142,xe con màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ tại ngã tư.
19_video2_norm_e008,car,1005,120,136,64,xe con màu bạc đi từ phải sang trái qua ngã tư.
e000110,motorcyclist,361,418,89,301,Người mặc áo đen đội nón đen chạy xe tay ga màu đỏ đi thẳng lại gần camera.
e000002,truck,22,72,1270,480,Xe tải đầu màu đen thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
e000022,motorcyclist,362,268,65,257,Người mặc áo xanh  đội nón đỏ chạy xe số màu cam đen đi thẳng về hướng camera.
e000059,motorcyclist,215,278,76,182,Người mặc áo đỏ đội nón xám chạy xe số màu đen chở người đi thẳng ra xa.
e000060,motorcyclist,362,389,87,324,Người mặc áo trắng đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000003,car,588,166,136,56,Xe con màu xám đi từ phải sang trái qua ngã tư.
19_video2_norm_e008,motorcyclist,432,354,160,260,Người mặc áo đỏ đội nón bảo hiểm trắng chạy tay ga màu đen Đi thẳng ra xa camera qua ngã tư.
19_video1_norm_e006,motorcyclist,526,473,268,196,Người mặc áo xanh lá đội nón bảo hiểm đen chạy tay ga màu trắng Đi thẳng ra xa camera rồi rẽ phải.
e000141,motorcyclist,202,286,51,270,Người mặc áo đen đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
e000011,motorcyclist,734,522,232,328,Người mặc áo vàng đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000013,motorcyclist,384,318,61,272,Người mặc áo sọc đội nón xám chạy xe số màu đen đi thẳng lại gần camera.
e000014,motorcyclist,245,258,56,224,Người mặc áo trắng đội nón xám chạy xe số màu đen chở người đi thẳng về hướng camera.
e000049,motorcyclist,186,338,172,198,Người mặc áo xám đội nón trắng chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000081,motorcyclist,445,277,71,256,Người mặc áo đen đội nón đỏ chạy xe tay ga màu xám đi thẳng lại gần camera.
19_video6_norm_e015,motorcyclist,296,428,166,269,Người mặc áo xanh đội nón bảo hiểm xanh lá chạy xe số màu xanh Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000016,motorcyclist,62,356,60,252,Người mặc áo trắng đội nón bảo hiểm đen chạy xe điện màu đen đi từ gần ra xa camera ngược chiều
e000005,truck,752,168,544,342,Xe tải đầu màu trắng thùng kín Đi thẳng ra xa camera rồi rẽ phải.
e000204,car,125,114,58,94,Xe con màu đỏ đi thẳng lại gần camera.
e000007,truck,888,132,234,164,Xe bồn đầu màu trắng thùng xe màu trắng Đi thẳng ra xa camera qua ngã tư.
e000003,truck,128,228,1016,778,Xe bồn đầu màu trắng thùng kín Đi thẳng ra xa camera rồi rẽ phải.
e000016,motorcyclist,674,356,212,248,Người mặc áo vàng đội nón đỏ chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video8_norm_e008,truck,1013,86,170,89,xe tải đầu màu trắng thùng kín đi từ phải sang trái qua ngã tư.
e000017,motorcyclist,816,508,204,284,Người mặc áo đen đội nón trắng chạy xe tay ga màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000029,motorcyclist,183,370,93,214,Người mặc áo trắng đội nón xám chạy xe tay ga màu đỏ đi thẳng ra xa camera.
e000046,motorcyclist,231,204,64,236,Người mặc áo đen đội nón bảo hiểm đen chạy xe tay ga màu xám đi từ xa về gần camera
e000059,motorcyclist,271,197,33,160,Người mặc áo caro kẻ ca rô đội nón bảo hiểm trắng chạy xe tay ga màu đen đi từ xa về gần camera
e000050,truck,56,82,257,288,Xe tải đầu màu trắng thùng xe phủ bạt đen đi thẳng ra xa.
video3_e000081,motorcyclist,252,314,130,210,Người mặc áo trắng đội nón trắng chạy xe máy màu đỏ đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000092,truck,394,73,239,352,Xe tải đầu màu trắng thùng xe phủ bạt đen đi thẳng lại gần camera.
19_video2_norm_e001,truck,40,198,905,473,xe tải đầu màu đen thùng bạt đen đi thẳng ra xa camera rồi rẽ phải.
19_video9_norm_e006,car,296,269,250,113,xe con màu bạc đi thẳng ra xa camera qua ngã tư.
e000010,motorcyclist,290,233,49,202,Người mặc áo hồng đội nón hồng chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000083,motorcyclist,344,320,70,188,Người mặc áo hồng đội nón trắng chạy xe số màu đỏ đi thẳng và rẻ phải ra xa camera.
e000015,car,580,152,130,68,Xe con màu đỏ đi từ phải sang trái qua ngã tư.
e000088,motorcyclist,372,298,62,306,Người mặc áo đen đội nón trắng chạy xe tay ga màu đen đi thẳng lại gần camera.
e000223,motorcyclist,261,329,73,298,Người mặc áo trắng đội nón trắng chạy xe số màu xanh dương chở người đi thẳng lại gần camera.
e000058,car,321,137,104,158,Xe con màu xanh đi từ xa về gần camera
e000003,motorcyclist,244,422,150,200,Người mặc áo xanh da trời đội nón đen chạy xe số màu đỏ chở hàng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000092,motorcyclist,238,313,63,174,Người mặc áo trắng đội nón xanh mực chạy xe đạp màu đỏ đeo balo đi thẳng ra xa camera.
e000032,motorcyclist,648,218,72,160,Người mặc áo trắng đội nón xanh chạy xe số màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000011,motorcyclist,268,192,29,132,Người mặc áo trắng đội nón bảo hiểm đen chạy xe số màu đỏ đi từ xa về gần camera
19_video2_norm_e008,motorcyclist,393,348,149,218,Người mặc áo trắng đội nón bảo hiểm trắng chạy tay ga màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
video10_e000023,car,238,164,208,128,Xe ô tô màu xám đi thẳng ra xa camera qua ngã tư.
video7_e000157,car,492,109,132,57,Xe ô tô màu đỏ đi từ trái sang phải qua ngã tư.
e000079,motorcyclist,238,384,88,224,Người mặc áo đen không đội nón chạy xe đạp màu đen chở theo 1 người đi thẳng ra xa camera.
19_video4_norm_e004,motorcyclist,545,189,64,100,Người mặc áo đen đội nón bảo hiểm trắng chạy xe số màu đen Đi thẳng ra xa camera rồi rẽ trái.
e000092,motorcyclist,414,369,88,350,Người mặc áo đen đội nón đen chạy xe số màu trắng đi thẳng lại gần camera.
19_video6_norm_e007,car,380,434,590,249,xe con màu đen đi thẳng ra xa camera rồi rẽ phải.
e000050,car,133,232,196,210,Xe con màu trắng đi thẳng ra xa.
19_video6_norm_e004,car,1024,129,125,49,xe con màu bạc đi từ phải sang trái qua ngã tư.
e000018,motorcyclist,265,206,47,174,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng về hướng camera.
e000097,car,374,174,124,173,Xe con màu trắng đi thẳng về hướng camera.
